,2DEVP_S1,2DEVP_S2,2DEVP_S3,2DExomere_S1,2DExomere_S2,2DExomere_S3,2DSuper_S1,2DSuper_S2,2DSuper_S3,3DEVP_S1,3DEVP_S2,3DEVP_S3,3DExomere_S1,3DExomere_S2,3DExomere_S3,3DSuper_S1,3DSuper_S2,3DSuper_S3,FPLCExomere_S1,FPLCExomere_S2,FPLCExomere_S3,FPLCExomere_S4,FPLCSuper_S1,FPLCSuper_S2,FPLCSuper_S3,FPLCSuper_S4,3DEV_S1,3DEV_S2,3DEV_S3,3DEV_S4,3DhEV_S1,3DhEV_S2,3DhEV_S3,3DhEV_S4,3DNV_S1,3DNV_S2,3DNV_S3,3DNV_S4,NCBSuper_S1,NCBSuper_S2,NCBSuper_S3,NCBEV_S1,NCBEV_S2,NCBEV_S2,NCBExomere_S1,NCBExomere_S2,NCBExomere_S3
ADGRL1,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0,0,0,0,2.031594606,0.963485218,1.632427638,0,0,0,0,1.858228386,1.937434512,0.916958742,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADH1C,0,0,0,0,0,2.451014583,0,0,3.401423861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211787167,2.5628543,2.859419746,0,0,0,1.225814757,0,1.937685898
ADH5,3.452825167,3.251589451,4.12242704,3.109978656,2.753608502,3.756000002,2.405039482,2.720458447,4.131254579,3.399011692,3.722048161,3.242104959,2.757142261,2.362292771,2.813553664,2.620025286,3.104356784,2.868099561,1.098576504,1.653127323,1.168913826,2.680193992,1.858228386,2.735625828,2.661928568,0,0,2.064647663,1.266997295,0,0,0,0,0,0,0,0,0,2.541325441,2.870119476,2.859419746,0,0,0,2.94380414,2.559102357,3.135041216
ADK,3.900107558,3.513288396,4.12242704,3.398093484,3.402362581,3.176707196,2.405039482,2.240990417,2.419108186,3.639070203,3.814276912,3.503618698,0,1.025359956,1.003619168,0,0,0,1.098576504,2.076463354,0,2.680193992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.171928609,2.16228771,1.294777441,0,1.185956953,2.668005625,2.559102357,2.881574594
ADNP,0.996370196,0.961347078,1.401468483,0,0,0,0,0,0,0,0,0,0,0,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0,0
ADPGK,0,0,0,0,0,0,0.894759661,0,0.90279184,0,0,0,0,0,0,1.021139762,0,0,0,0,0,0,1.459649025,1.529484238,0.916958742,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADPRHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,2.171928609,2.16228771,0,0,0,0,0,0
ADPRS,0,0,0,0,0,0,1.839113208,1.924256156,2.992305255,0,0,0,0,0,0,2.031594606,1.944875303,2.053289965,0,0,0,0,2.170190716,2.2550935,2.186666421,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRM1,1.994551864,1.941625202,1.791837015,0.966587184,0,0.921132385,0,0,0,1.540903575,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,0,1.643015738
ADSL,3.163465689,3.251589451,3.544865169,4.458950855,4.332473679,4.304921401,3.385748712,3.367096615,3.141943704,4.39592324,4.453368265,4.237538143,2.948722432,2.850560031,3.176352815,1.021139762,0,0,2.972434909,4.265567955,2.583445471,3.387705307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502231222,2.870119476,3.11232151,1.965981088,0,0,4.351464903,3.893814407,4.278051206
ADSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.502231222,3.43529668,3.514592303,1.294777441,0,0,3.278384403,3.194667265,3.246821555
ADSS2,1.994551864,2.519953374,2.56684197,3.398093484,3.114149002,3.176707196,3.703787505,3.367096615,3.719788928,4.184907225,4.133559819,4.086043188,4.032231982,3.631120459,3.814069025,3.846371158,3.632289151,4.066310474,2.476571387,3.551606284,3.085856525,3.563016736,3.907209447,4.312393749,4.15982985,3.459431619,0,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDN,0.996370196,1.533191662,0.864613417,1.540237874,1.543333959,1.47881758,1.442864021,1.51783371,1.453839514,0.96708259,1.455392216,0.956200116,0,1.025359956,1.003619168,0,0,0,1.098576504,1.05142317,0,1.889360771,0.90705003,0,0,0,4.646978729,4.636617942,4.718023325,4.265484343,2.053047961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGA,0,0,0,0,0,0,1.442864021,1.51783371,2.163087258,0,0.903929473,0,0,0,0,3.207295283,3.104356784,2.053289965,0,0,0,0,2.833183695,3.246517199,3.168830955,3.807354922,0,0,0,0,0,0,0,0,0,0,0,0,0,1.927897643,1.625618656,0,0,0,0,0,0
AGFG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529484238,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGL,0.996370196,0,0,1.540237874,0.968891745,0.921132385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGMAT,0,0,0,1.540237874,1.543333959,3.176707196,0,0,0,1.950337883,1.455392216,1.933791208,3.752877906,3.854102726,4.00677851,1.61308057,1.53606782,2.053289965,0,0,0,0,2.833183695,2.926737964,3.018820504,3,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,1.63401345,1.625618656,0,0,0,0,0,0
AGO2,0,0.961347078,0,2.268089723,1.543333959,3.312666648,1.839113208,2.500551849,2.825330619,0.96708259,1.455392216,0.956200116,0,1.025359956,1.003619168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.598717113,0,0,0,0,0,0,0,0,0,0
AGR2,0,0,0,0,0,0,2.405039482,1.51783371,3.141943704,3.524028291,3.144111598,3.378779227,0.970922069,1.618677671,1.589786044,1.021139762,2.523580768,1.632427638,2.972434909,2.669676924,2.856411626,1.889360771,2.833183695,2.735625828,2.443780137,3,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,2.171928609,1.257310231,0,0,0,0,0,0
AGRN,5.850837866,5.755932248,5.114988251,6.619554626,6.745026761,5.948714583,5.87216654,5.877052896,4.561429755,5.426763619,5.360123829,5.819448049,6.417653045,6.750246309,6.762050011,6.972372435,6.880830528,6.838176517,7.713436209,7.395075182,7.896032467,8.346802901,5.741802225,5.240051349,5.417587559,5.727920455,0,3.937808665,3.439119207,2.013916734,5.683614583,7.749756664,7.105067142,6.793671542,7.370745252,8.842505875,8.430069714,7.989498466,4.24088267,4.894879938,4.403417558,3.658455047,2.786809276,2.270656823,5.476169006,5.688326547,5.393970335
AHCTF1,0,0,1.791837015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,0.860421079,1.272293996
AHCY,5.636733161,5.678008154,5.674459324,6.325523468,6.347245036,6.249113174,6.051085121,5.830565195,5.756236514,5.792552316,5.687257259,5.585252402,6.071385419,5.956348586,6.029486148,5.467276583,5.451233364,5.560945301,5.139264357,5.420561938,4.473994679,5.886337328,4.67275357,5.275622572,5.155308149,3.169925001,3.947899965,3.937808665,4.16021177,4.146756747,2.867824406,0,3.309356743,0,2.69678497,0,0,0,5.516286809,5.254227108,5.439960174,4.763467141,4.620825287,4.582108328,5.215275738,5.384685584,5.185324799
AHCYL1,0.996370196,0.961347078,2.098758683,0,0,0,0,0,0.90279184,0.96708259,2.421096055,1.933791208,0,0,0,0,0,0,1.098576504,0,1.168913826,0,0,0,0,0,2.89033867,2.064647663,2.383995806,2.474606879,2.053047961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AHNAK,0,0,0,0,0,0,0.894759661,0,0,0,0,0,0,0,0,1.021139762,0,0,0,0,1.168913826,1.234105921,0,0.958592587,0,1,2.89033867,4.2100965,3.238727139,3.338612139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272293996
AHSA1,1.58012073,1.941625202,2.754024153,2.268089723,0.968891745,2.451014583,2.149649735,2.240990417,3.515531724,2.941892081,3.144111598,3.091114753,1.956160331,1.025359956,2.327714414,2.031594606,1.53606782,2.868099561,1.098576504,1.653127323,1.168913826,1.234105921,3.907209447,3.246517199,3.543195199,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,2.151774346,1.927897643,1.9187651,0,0,0,1.588954437,1.785217586,2.39131683
AHSG,0,0,0,0,0.968891745,0.921132385,1.442864021,0.9499485,1.453839514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380514028,2.064647663,1.931003366,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIFM1,0,0,0.864613417,1.540237874,1.953082406,3.312666648,3.882525857,4.225295774,4.663973997,1.950337883,2.9944429,3.724923947,2.948722432,3.214705715,3.176352815,4.947485184,4.972714701,4.875515913,0,1.05142317,0,1.889360771,5.396938296,5.005967243,5.118898392,5.247927513,0,0,0,0,0,0,0,0,0,0,0,0,3.885082244,3.525913734,3.514592303,1.294777441,0,0,1.225814757,1.785217586,1.937685898
AIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185956953,0.739362081,2.091622856,0.772077092
AIM1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIMP1,0,0,2.351701379,1.540237874,0.968891745,2.669391044,1.442864021,1.924256156,2.636470024,2.268893588,2.164986415,2.511206051,1.956160331,2.362292771,3.006327599,1.61308057,1.944875303,2.053289965,1.098576504,1.653127323,2.246490367,2.680193992,2.426542826,2.2550935,3.018820504,2.807354922,0,0,0,0,0,2.069533795,3.309356743,3.241403097,2.69678497,0,2.598717113,3.475828426,0,1.264537373,0,0,0,0,1.87882341,1.785217586,2.182257962
AIMP2,3.578300868,3.388364695,3.979598316,3.398093484,3.265441068,3.176707196,1.442864021,0.9499485,1.453839514,3.399011692,3.62351829,3.503618698,0.970922069,1.025359956,1.003619168,1.021139762,0,1.03574445,1.714955817,2.076463354,2.246490367,1.889360771,0.90705003,0.958592587,0.916958742,1,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,0,0,1.965981088,2.182886454,1.827934899,3.278384403,3.06006698,3.44733765
AIP,0,0,0,0,0,0,1.442864021,0,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958592587,0.916958742,0,0,1.373875901,0,0,0,0,0,0,0,0,0,0,1.616472452,1.927897643,1.625618656,0,0,0,0,0,0
AK1,1.994551864,0.961347078,0,0.966587184,0.968891745,0.921132385,1.442864021,1.924256156,1.851615862,2.941892081,2.827430592,2.922454862,0,0,1.003619168,1.021139762,0,1.03574445,1.098576504,1.05142317,0,1.234105921,0,0,0,0,0,2.064647663,1.266997295,0,0,0,0,0,0,0,0,0,0,1.264537373,0,0,0,0,0,0,0
AK2,0.996370196,0.961347078,0.864613417,0.966587184,0.968891745,0.921132385,3.126593151,3.230546315,3.401423861,0.96708259,0.903929473,0.956200116,0.970922069,1.618677671,1.589786044,3.036793753,3.517296477,3.232871055,0,1.05142317,0,0,3.907209447,3.729484261,3.926957113,3,0,0,0,0,0,0,0,0,0,0,0,0,2.702653929,2.380592238,2.714132425,0,0,0,1.225814757,0.860421079,0.772077092
AK3,0,0,0,0,0,0,0.894759661,0.9499485,2.419108186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,0,0,0,0,0,0,0
AKAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,1.395685978,1.272293996
AKAP8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264537373,0,0,0,0,0,0,0
AKAP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.972434909,2.076463354,3.283768429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1A1,0,0.961347078,2.098758683,0,0,0,2.405039482,2.500551849,3.621272161,0,0,1.526262086,0,0,0,3.207295283,3.392338026,2.868099561,0,0,0,0,3.989004793,3.828609566,3.926957113,4,2.072868086,2.064647663,1.931003366,2.474606879,0,0,0,0,0,0,0,0,1.908809775,1.927897643,1.9187651,2.422279928,1.748636129,1.185956953,1.588954437,1.395685978,1.937685898
AKR1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.355604609,1.944875303,2.378701702,0,0,0,0,2.644143159,3.095469549,3.168830955,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1B10,0,0,0,0,0,0,0,0,0.90279184,1.540903575,1.455392216,1.526262086,0,0,0,2.620025286,2.263052434,1.632427638,1.098576504,1.05142317,0,1.234105921,2.644143159,2.5152748,2.186666421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C1,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0.90279184,2.268893588,2.827430592,2.251195448,0.970922069,1.025359956,1.589786044,1.61308057,1.53606782,1.632427638,1.714955817,2.076463354,1.168913826,1.889360771,1.459649025,1.529484238,1.473143559,0,0,1.373875901,1.931003366,0,0,0,0,0,0,0,0,0,0,0,0,0,2.516220617,1.827934899,2.326717095,0,1.937685898
AKR1C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61308057,1.53606782,1.632427638,0,0,0,0,0.90705003,0.958592587,0.916958742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKR1C3,3.993186609,3.926654829,4.12242704,3.843880539,3.84826838,4.094642998,4.695977305,4.855696291,4.849487895,4.107103517,4.270100252,4.086043188,3.852128841,3.854102726,4.00677851,4.432320331,4.514144036,4.591186809,3.340770694,4.001444414,3.753201815,4.215726552,5.022698926,4.87294656,4.788890577,3.584962501,4.090524219,4.329116984,3.913226003,4.146756747,2.867824406,0,1.989531496,1.933211842,0,0,0,0,4.936221551,4.789078682,4.813251708,3.281008069,3.538765735,2.608944111,3.278384403,3.431197404,3.246821555
AKR7A2,2.993641837,2.740444656,3.439652425,1.540237874,0.968891745,1.47881758,0,0,1.453839514,2.750456577,2.827430592,2.251195448,0.970922069,0,1.003619168,0,0,0,1.714955817,1.653127323,1.806054709,1.889360771,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87882341,1.785217586,1.643015738
AKR7A3,2.801126798,2.931662233,3.544865169,0.966587184,0.968891745,0,0,0,0,2.941892081,2.638521785,2.731434726,0,1.025359956,2.005425354,1.021139762,0,1.03574445,1.714955817,2.076463354,1.168913826,2.338300494,0,0.958592587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249442867,0,0,1.294777441,1.124462919,1.185956953,2.326717095,2.34421514,1.937685898
AKTIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,1.395685978,0
ALAD,0,0,0,2.268089723,2.532736393,3.312666648,1.442864021,1.51783371,2.419108186,2.529675346,2.421096055,2.731434726,4.587498857,4.21745889,4.32879677,3.359759433,3.392338026,3.385643851,0,1.05142317,0,1.889360771,3.523873876,4.008505655,4.086304413,4.857980995,2.89033867,0,0,0,0,0,0,0,0,0,0,0,1.249442867,1.264537373,1.257310231,0,0,0,1.588954437,0.860421079,0.772077092
ALCAM,0,0,0,0,0,0,3.385748712,3.491832663,2.825330619,0,1.853383544,2.922454862,1.546060213,1.618677671,1.589786044,5.128219809,4.786618309,4.92622701,2.745703037,2.894418153,0,0,4.066410421,4.09068599,4.421358596,5.321928095,2.072868086,0,0,1.333072201,0,0,1.989531496,0,0,0,0,0,1.249442867,1.927897643,1.625618656,1.965981088,1.124462919,1.185956953,0,0,0
ALDH16A1,4.577997335,4.38471777,4.4276928,3.936702387,3.941110664,4.304921401,0,0,0,4.184907225,4.203444751,4.163778281,1.546060213,2.362292771,2.813553664,0,0,0,3.340770694,3.677881073,2.856411626,3.988767131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.482040271,3.211234304,2.270656823,4.398016814,4.670559624,4.168757576
ALDH18A1,2.578907744,3.100475979,3.821059837,1.949586033,1.543333959,2.451014583,0,0,0,2.268893588,2.827430592,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908809775,1.927897643,1.625618656,1.294777441,1.124462919,0,3.464872434,3.317774311,3.780213522
ALDH1A1,5.48474626,5.623617673,5.80727926,7.030919448,7.066840087,7.408462152,6.564739602,6.391123769,6.501074486,7.695261866,7.857086577,7.611909593,7.254506043,7.137381265,7.301804098,6.836017351,6.797035545,6.797894743,6.996604062,7.509892936,6.902076432,8.033448077,5.539493089,6.359899316,6.273874884,4.247927513,5.415957758,5.509900127,5.231572187,5.632860104,4.06601068,0,1.989531496,1.933211842,0,0,0,0,7.525183745,7.252383198,7.354805442,5.613588165,5.27673924,4.982008861,7.185851678,7.336880734,7.398583155
ALDH1B1,3.800606572,3.513288396,3.821059837,2.941009732,3.265441068,2.451014583,0.894759661,0.9499485,0,3.639070203,3.403637312,2.922454862,0,1.025359956,1.003619168,0,0,0,0,2.403347751,0,1.889360771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616472452,2.171928609,1.9187651,2.422279928,2.182886454,1.827934899,3.549792363,3.317774311,3.44733765
ALDH2,3.163465689,2.740444656,3.202968816,3.63813725,3.749037927,2.669391044,1.442864021,0.9499485,1.453839514,3.399011692,3.279702347,2.251195448,0.970922069,1.618677671,2.327714414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.979564372,3.43529668,2.714132425,2.422279928,0,1.185956953,4.148603682,3.726125185,3.852678754
ALDH3A1,0,0,1.401468483,0,0,0,0,0,0,0,0.903929473,0.956200116,1.956160331,2.037874702,2.005425354,2.031594606,1.53606782,2.053289965,0,0,0,0,1.858228386,1.529484238,2.186666421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124462919,0,1.588954437,0.860421079,1.272293996
ALDH7A1,0.996370196,1.533191662,3.326158875,0.966587184,0,1.880020556,0.894759661,0,2.419108186,1.540903575,2.421096055,1.933791208,2.275117866,2.850560031,3.006327599,2.355604609,2.263052434,3.385643851,0,1.05142317,0,0,3.285708808,3.508117252,3.428871228,3.321928095,0,0,0,0,0,0,0,0,0,0,0,0,2.541325441,2.5628543,2.370579781,1.294777441,0,0,1.588954437,2.091622856,2.573880245
ALDH9A1,3.163465689,2.931662233,3.734739458,3.523102099,3.402362581,3.43690954,3.499731284,3.230546315,3.141943704,3.524028291,3.62351829,3.242104959,1.546060213,2.626984775,2.327714414,1.021139762,0.963485218,0,0,1.653127323,0,2.338300494,0.90705003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315236312,3.234962537,2.859419746,1.294777441,0,1.185956953,3.064160716,3.194667265,3.246821555
ALDOA,3.900107558,4.013822575,3.068269276,6.237038923,6.445598894,6.746024102,6.398352276,6.16625511,6.068148968,5.607157832,5.912615747,6.197607034,8.121361845,8.061317529,8.007201112,7.749135409,7.796711264,7.952975629,5.915389753,6.421783699,6.042601095,5.747974157,8.079825145,8.630413052,8.639820442,7.06608919,5.303293763,5.458604873,5.231572187,5.444362581,4.711414598,4.335216011,5.073900853,5.000427909,3.581002772,4.272170993,4.408026318,4.016906216,8.067349432,7.877853196,7.928616799,4.204821313,3.538765735,2.88278249,5.315688486,5.839813544,5.465038286
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.482040271,0,0,0,0.860421079,0
ALDOC,0.996370196,1.533191662,0,4.579004779,4.463452526,4.651179586,4.184756539,4.073877018,4.20113292,4.579976752,4.394828067,4.820975154,5.697243559,5.907410569,5.839992777,5.62607461,5.627920928,5.76973831,4.503808314,4.741022553,4.552845745,4.411787418,5.335723518,5.532436287,5.476330201,5.247927513,3.172816473,3.399164795,3.005940259,3.103821595,3.76545739,0,1.989531496,2.7307681,0,0,0,0,5.0304423,4.713972244,4.622838935,2.422279928,2.182886454,2.608944111,3.278384403,3.317774311,3.350560448
ALPP,1.994551864,1.533191662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALYREF,0,0,0,0,0,0,0.894759661,0.9499485,0.90279184,0,0,0.956200116,0,0,0,1.021139762,1.53606782,0,0,0,0,0,2.170190716,2.735625828,2.443780137,1.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMACR,0,0,0,2.528836668,1.953082406,2.859016798,3.499731284,3.991758476,3.898681406,3.399011692,3.517762757,3.503618698,3.117818628,2.362292771,2.590989414,2.843407086,2.744180469,3.061983348,2.476571387,2.403347751,2.583445471,3.563016736,2.426542826,2.735625828,2.661928568,1,0,0,0,0,0,0,0,0,0,0,0,0,4.39050886,4.15623632,3.963493745,0,0,0,0.739362081,2.34421514,1.643015738
AMIGO2,0,0,0,0,0,0,0.894759661,0.9499485,0,0,0,0,0,0,0,2.843407086,1.53606782,1.632427638,0,0,0,0,2.426542826,2.2550935,2.443780137,2.584962501,1.380514028,1.373875901,1.266997295,1.333072201,0,0,0,0,0,0,0,0,0,0,0,0,1.748636129,1.185956953,0,0,0
AMPD2,0,0,0,1.540237874,1.953082406,1.47881758,0,0,0,0.96708259,0.903929473,0,2.757142261,2.626984775,2.590989414,0,0,0,1.098576504,0,0,1.234105921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,0.860421079,0
ANAPC4,1.994551864,1.533191662,2.56684197,0.966587184,0.968891745,0.921132385,0,0,0,0,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124462919,0,1.225814757,1.395685978,0.772077092
ANAPC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739362081,0.860421079,1.272293996
ANAPC7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124462919,1.185956953,1.588954437,0,0
ANKFY1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225814757,1.395685978,1.643015738
ANKH,2.801126798,2.259576362,2.919685889,0,0,0,0,0,0,0.96708259,0,0.956200116,0,0,0,0,0,0,0,0,0,1.234105921,0,0,0,0,4.449359691,4.329116984,5.059694252,4.745751636,5.494973884,2.069533795,4.446094835,4.557799622,0,0,0,0,0,0,0,4.41599389,4.030569839,3.781509294,0.739362081,0.860421079,0.772077092
ANKRD28,0.996370196,0.961347078,0.864613417,0,0,0,0,0,0,0.96708259,1.455392216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588954437,0.860421079,0.772077092
ANLN,0.996370196,1.941625202,0.864613417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANO6,1.58012073,1.533191662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.601888181,3.771823672,3.540486385,4.06601068,2.069533795,3.687544579,3.617789703,0,0,0,0,0,0,0,1.965981088,3.014573476,2.88278249,0,0,0
ANO9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89033867,3.399164795,3.005940259,3.103821595,2.053047961,0,0,0,0,0,0,0,0,0,0,0,2.182886454,0,0,0,0
ANP32A,0,0,0,0,0,1.880020556,3.882525857,3.904682107,4.267782425,1.540903575,2.827430592,3.378779227,1.956160331,2.362292771,2.327714414,4.563736391,4.972714701,4.389102439,0,1.653127323,1.806054709,0,5.960338068,5.310337811,5.476330201,5.169925001,3.172816473,0,0,0,0,2.886554086,0,0,0,0,0,0,1.908809775,2.380592238,2.370579781,0,0,0,0,0,0
ANP32B,0,0,0,0,0,0,2.621946525,2.500551849,2.163087258,0.96708259,1.455392216,1.933791208,0,1.025359956,0,4.209599094,3.632289151,3.523776826,2.145448836,3.08882233,2.856411626,2.680193992,3.820496403,4.09068599,4.15982985,3.906890596,1.380514028,0,0,0,0,0,0,0,0,0,0,0,0,1.63401345,0,0,0,0,0,0,0
ANP32E,0,0,0.864613417,0,0,0,0,0,1.851615862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANT3,1.994551864,2.519953374,1.791837015,2.749592966,3.114149002,2.669391044,3.605364131,3.712975173,3.719788928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.315236312,3.43529668,3.424045294,0,0,0,0,0,0
ANXA1,0.996370196,0,0,0,0,0,0.894759661,0.9499485,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408938331,3.399164795,3.615041015,3.717549031,0,0,2.795384697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANXA11,4.080622667,3.833879792,2.919685889,0,0,0,0,0,0,0.96708259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.820760544,5.037082573,4.793137891,5.105447314,5.3905174,2.069533795,4.234691467,4.72090243,2.69678497,0,0,0,0,0,0,4.97825149,4.814790573,4.72807568,0,0,0
